ID,Design,Year,LU,Species,Valley,Prove,Elevation,SiteName
L12Fa003,IS,2021,129.3703704,Fagus,Luz,L12,1200,Gedre_bas
L12Fa005,IS,2021,128.1794872,Fagus,Luz,L12,1200,Gedre_bas
L12Fa011,IS,2021,130.4761905,Fagus,Luz,L12,1200,Gedre_bas
L12Fa033,IS,2021,124.8888889,Fagus,Luz,L12,1200,Gedre_bas
L12Fa006,IS,2021,128.25,Fagus,Luz,L12,1200,Gedre_bas
L12Fa008,IS,2021,129.6666667,Fagus,Luz,L12,1200,Gedre_bas
L12Fa035,IS,2021,127.9444444,Fagus,Luz,L12,1200,Gedre_bas
L12Fa036,IS,2021,133.25,Fagus,Luz,L12,1200,Gedre_bas
L12Fa038,IS,2021,NaN,Fagus,Luz,L12,1200,Gedre_bas
L12Fa039,IS,2021,NaN,Fagus,Luz,L12,1200,Gedre_bas
L12Fa040,IS,2021,NaN,Fagus,Luz,L12,1200,Gedre_bas
L12Fa017,IS,2021,127.3333333,Fagus,Luz,L12,1200,Gedre_bas
L3Qu005,IS,2021,87.44444444,Quercus,Luz,L3,300,Ibos
L3Qu006,IS,2021,85.20833333,Quercus,Luz,L3,300,Ibos
L3Qu007,IS,2021,85.83018868,Quercus,Luz,L3,300,Ibos
L3Qu038,IS,2021,96.24390244,Quercus,Luz,L3,300,Ibos
L3Qu001,IS,2021,71.73333333,Quercus,Luz,L3,300,Ibos
L3Qu033,IS,2021,95.25490196,Quercus,Luz,L3,300,Ibos
L3Qu002,IS,2021,85.88888889,Quercus,Luz,L3,300,Ibos
L3Qu003,IS,2021,85.75,Quercus,Luz,L3,300,Ibos
L3Qu004,IS,2021,78.17391304,Quercus,Luz,L3,300,Ibos
L3Qu042,IS,2021,94.40677966,Quercus,Luz,L3,300,Ibos
L3Qu047,IS,2021,95.97560976,Quercus,Luz,L3,300,Ibos
L3Qu049,IS,2021,96.07142857,Quercus,Luz,L3,300,Ibos
L3Qu050,IS,2021,94.68965517,Quercus,Luz,L3,300,Ibos
L3Qu059,IS,2021,94.31034483,Quercus,Luz,L3,300,Ibos
L3Qu058,IS,2021,96.33333333,Quercus,Luz,L3,300,Ibos
L3Qu055,IS,2021,94.5,Quercus,Luz,L3,300,Ibos
L3Qu013,IS,2021,85.37037037,Quercus,Luz,L3,300,Ibos
L3Qu014,IS,2021,83.75,Quercus,Luz,L3,300,Ibos
L3Qu015,IS,2021,70.46666667,Quercus,Luz,L3,300,Ibos
L3Qu016,IS,2021,83.16666667,Quercus,Luz,L3,300,Ibos
L3Qu018,IS,2021,83.47368421,Quercus,Luz,L3,300,Ibos
L3Qu019,IS,2021,85.76923077,Quercus,Luz,L3,300,Ibos
L3Qu011,IS,2021,86.31914894,Quercus,Luz,L3,300,Ibos
L3Qu020,IS,2021,84.91666667,Quercus,Luz,L3,300,Ibos
L3Qu021,IS,2021,85.5,Quercus,Luz,L3,300,Ibos
L1Qu012,IS,2021,73.58823529,Quercus,Luz,L1,100,Laveyron
L1Qu001,IS,2021,78.15,Quercus,Luz,L1,100,Laveyron
L1Qu038,IS,2021,95.97560976,Quercus,Luz,L1,100,Laveyron
L1Qu016,IS,2021,82,Quercus,Luz,L1,100,Laveyron
L1Qu010,IS,2021,81.21428571,Quercus,Luz,L1,100,Laveyron
L1Qu009,IS,2021,85.69090909,Quercus,Luz,L1,100,Laveyron
L1Qu050,IS,2021,90.83333333,Quercus,Luz,L1,100,Laveyron
L1Fa011,IS,2021,99.54166667,Fagus,Luz,L1,100,Laveyron
L1Fa022,IS,2021,90.83333333,Fagus,Luz,L1,100,Laveyron
L1Qu043,IS,2021,91.53846154,Quercus,Luz,L1,100,Laveyron
L1Qu041,IS,2021,97.25,Quercus,Luz,L1,100,Laveyron
L1Qu066,IS,2021,82,Quercus,Luz,L1,100,Laveyron
L1Qu073,IS,2021,85.81818182,Quercus,Luz,L1,100,Laveyron
L1Qu065,IS,2021,83.16666667,Quercus,Luz,L1,100,Laveyron
L1Qu075,IS,2021,77.25490196,Quercus,Luz,L1,100,Laveyron
L1Qu074,IS,2021,86.03846154,Quercus,Luz,L1,100,Laveyron
L1Qu064,IS,2021,77.28571429,Quercus,Luz,L1,100,Laveyron
L1Qu067,IS,2021,94.40677966,Quercus,Luz,L1,100,Laveyron
L1Qu072,IS,2021,91.31578947,Quercus,Luz,L1,100,Laveyron
L1Qu068,IS,2021,90.83333333,Quercus,Luz,L1,100,Laveyron
L1Qu071,IS,2021,94.10714286,Quercus,Luz,L1,100,Laveyron
L1Qu070,IS,2021,91.53846154,Quercus,Luz,L1,100,Laveyron
L1Qu069,IS,2021,93.4,Quercus,Luz,L1,100,Laveyron
L1Qu047,IS,2021,94.10714286,Quercus,Luz,L1,100,Laveyron
L1Qu013,IS,2021,80.625,Quercus,Luz,L1,100,Laveyron
L1Qu025,IS,2021,85.83018868,Quercus,Luz,L1,100,Laveyron
L1Qu014,IS,2021,85.37037037,Quercus,Luz,L1,100,Laveyron
L1Fa020,IS,2021,97.9047619,Fagus,Luz,L1,100,Laveyron
L1Fa019,IS,2021,100,Fagus,Luz,L1,100,Laveyron
L1Fa018,IS,2021,109.5789474,Fagus,Luz,L1,100,Laveyron
L1Fa017,IS,2021,99.45,Fagus,Luz,L1,100,Laveyron
L1Fa016,IS,2021,105.7777778,Fagus,Luz,L1,100,Laveyron
L1Fa034,IS,2021,109.6666667,Fagus,Luz,L1,100,Laveyron
L1Fa035,IS,2021,94.21052632,Fagus,Luz,L1,100,Laveyron
L1Fa036,IS,2021,97.17948718,Fagus,Luz,L1,100,Laveyron
L1Fa037,IS,2021,97.96296296,Fagus,Luz,L1,100,Laveyron
L1Fa015,IS,2021,99.3125,Fagus,Luz,L1,100,Laveyron
L1Fa013,IS,2021,99.54166667,Fagus,Luz,L1,100,Laveyron
L1Fa012,IS,2021,117,Fagus,Luz,L1,100,Laveyron
L1Fa032,IS,2021,118.5,Fagus,Luz,L1,100,Laveyron
L1Qu078,IS,2021,83.55555556,Quercus,Luz,L1,100,Laveyron
L1Fa031,IS,2021,114.3333333,Fagus,Luz,L1,100,Laveyron
L1Qu077,IS,2021,83.47368421,Quercus,Luz,L1,100,Laveyron
L1Fa030,IS,2021,109.6666667,Fagus,Luz,L1,100,Laveyron
L1Fa029,IS,2021,104.3333333,Fagus,Luz,L1,100,Laveyron
L1Qu076,IS,2021,83.61538462,Quercus,Luz,L1,100,Laveyron
L4Fa028,IS,2021,109.6666667,Fagus,Luz,L4,400,Ade
L4Fa026,IS,2021,98.15384615,Fagus,Luz,L4,400,Ade
L4Fa025,IS,2021,118.7777778,Fagus,Luz,L4,400,Ade
L4Fa024,IS,2021,120.030303,Fagus,Luz,L4,400,Ade
L4Fa023,IS,2021,98.28571429,Fagus,Luz,L4,400,Ade
L4Fa022,IS,2021,119.6666667,Fagus,Luz,L4,400,Ade
L4Fa021,IS,2021,103.7142857,Fagus,Luz,L4,400,Ade
L4Fa014,IS,2021,97.39130435,Fagus,Luz,L4,400,Ade
L4Fa006,IS,2021,109.6666667,Fagus,Luz,L4,400,Ade
L4Fa007,IS,2021,108.6666667,Fagus,Luz,L4,400,Ade
L4Fa008,IS,2021,108.53125,Fagus,Luz,L4,400,Ade
L4Fa009,IS,2021,109.5789474,Fagus,Luz,L4,400,Ade
L4Fa010,IS,2021,110.7391304,Fagus,Luz,L4,400,Ade
L4Fa001,IS,2021,97.5,Fagus,Luz,L4,400,Ade
L4Fa002,IS,2021,109.5789474,Fagus,Luz,L4,400,Ade
L4Fa005,IS,2021,112.4090909,Fagus,Luz,L4,400,Ade
L4Fa004,IS,2021,107.9677419,Fagus,Luz,L4,400,Ade
L8Qu001,IS,2021,102.3428571,Quercus,Luz,L8,800,PapQu
L8Qu002,IS,2021,102.25,Quercus,Luz,L8,800,PapQu
L8Qu008,IS,2021,106.0909091,Quercus,Luz,L8,800,PapQu
L8Qu007,IS,2021,105.8545455,Quercus,Luz,L8,800,PapQu
L8Qu009,IS,2021,107.4782609,Quercus,Luz,L8,800,PapQu
L8Qu003,IS,2021,99,Quercus,Luz,L8,800,PapQu
L8Qu018,IS,2021,105.7407407,Quercus,Luz,L8,800,PapQu
L8Qu016,IS,2021,106.5263158,Quercus,Luz,L8,800,PapQu
L8Qu015,IS,2021,101.8888889,Quercus,Luz,L8,800,PapQu
L8Qu004,IS,2021,102,Quercus,Luz,L8,800,PapQu
L8Qu040,IS,2021,294,Quercus,Luz,L8,800,PapQu
L8Qu041,IS,2021,115.25,Quercus,Luz,L8,800,PapQu
L8Qu011,IS,2021,115.25,Quercus,Luz,L8,800,PapQu
L8Qu042,IS,2021,127,Quercus,Luz,L8,800,PapQu
L8Qu014,IS,2021,138,Quercus,Luz,L8,800,PapQu
L8Qu020,IS,2021,105.8545455,Quercus,Luz,L8,800,PapQu
L8Qu024,IS,2021,101.6,Quercus,Luz,L8,800,PapQu
L8Qu025,IS,2021,102.25,Quercus,Luz,L8,800,PapQu
L8Qu026,IS,2021,101.1666667,Quercus,Luz,L8,800,PapQu
L8Qu027,IS,2021,102.5454545,Quercus,Luz,L8,800,PapQu
L8Qu028,IS,2021,106.8,Quercus,Luz,L8,800,PapQu
L8Qu037,IS,2021,128.3913043,Quercus,Luz,L8,800,PapQu
L8Qu035,IS,2021,122,Quercus,Luz,L8,800,PapQu
L8Qu034,IS,2021,122.7692308,Quercus,Luz,L8,800,PapQu
L8Qu032,IS,2021,126,Quercus,Luz,L8,800,PapQu
L8Fa026,IS,2021,114.2857143,Fagus,Luz,L8,800,PapQu
L8Fa025,IS,2021,128.8421053,Fagus,Luz,L8,800,PapQu
L8Fa024,IS,2021,128.9230769,Fagus,Luz,L8,800,PapQu
L8Fa023,IS,2021,120,Fagus,Luz,L8,800,PapQu
L8Fa014,IS,2021,129.4054054,Fagus,Luz,L8,800,PapQu
L8Fa013,IS,2021,128.8421053,Fagus,Luz,L8,800,PapQu
L8Fa012,IS,2021,129.2727273,Fagus,Luz,L8,800,PapQu
L8Fa015,IS,2021,130.56,Fagus,Luz,L8,800,PapQu
L8Fa016,IS,2021,130.56,Fagus,Luz,L8,800,PapQu
L8Fa017,IS,2021,130.56,Fagus,Luz,L8,800,PapQu
L8Fa011,IS,2021,129.5,Fagus,Luz,L8,800,PapQu
L8Fa006,IS,2021,124.5,Fagus,Luz,L8,800,PapQu
L8Fa005,IS,2021,125.3333333,Fagus,Luz,L8,800,PapQu
L8Fa009,IS,2021,130.5882353,Fagus,Luz,L8,800,PapQu
L8Fa008,IS,2021,128,Fagus,Luz,L8,800,PapQu
L8Fa010,IS,2021,117.9487179,Fagus,Luz,L8,800,PapQu
L8Fa001,IS,2021,129,Fagus,Luz,L8,800,PapQu
L8Fa002,IS,2021,129.2727273,Fagus,Luz,L8,800,PapQu
L8Fa003,IS,2021,129,Fagus,Luz,L8,800,PapQu
L8Fa018,IS,2021,128.9230769,Fagus,Luz,L8,800,PapQu
L8Fa019,IS,2021,128.8421053,Fagus,Luz,L8,800,PapQu
L8Fa020,IS,2021,128.9230769,Fagus,Luz,L8,800,PapQu
L8Fa027,IS,2021,128.8421053,Fagus,Luz,L8,800,PapQu
L8Fa028,IS,2021,129.7777778,Fagus,Luz,L8,800,PapQu
L8Fa021,IS,2021,129.3913043,Fagus,Luz,L8,800,PapQu
L8Fa022,IS,2021,128.9230769,Fagus,Luz,L8,800,PapQu
L16Fa050,IS,2021,150.5,Fagus,Luz,L16,1600,Peguere
L16Fa051,IS,2021,150.5,Fagus,Luz,L16,1600,Peguere
L16Qu001,IS,2021,159,Quercus,Luz,L16,1600,Peguere
L16Qu002,IS,2021,159,Quercus,Luz,L16,1600,Peguere
L16Qu032,IS,2021,159,Quercus,Luz,L16,1600,Peguere
L16Qu005,IS,2021,158.7586207,Quercus,Luz,L16,1600,Peguere
L16Qu006,IS,2021,153.6470588,Quercus,Luz,L16,1600,Peguere
L16Qu007,IS,2021,153.6470588,Quercus,Luz,L16,1600,Peguere
L16Qu008,IS,2021,146.4067797,Quercus,Luz,L16,1600,Peguere
L16Qu009,IS,2021,146.5964912,Quercus,Luz,L16,1600,Peguere
L16Qu010,IS,2021,158.7586207,Quercus,Luz,L16,1600,Peguere
L16Qu037,IS,2021,148.173913,Quercus,Luz,L16,1600,Peguere
L16Qu036,IS,2021,158.8813559,Quercus,Luz,L16,1600,Peguere
L16Qu015,IS,2021,158.8813559,Quercus,Luz,L16,1600,Peguere
L16Qu038,IS,2021,154.3333333,Quercus,Luz,L16,1600,Peguere
L16Qu017,IS,2021,159,Quercus,Luz,L16,1600,Peguere
L16Qu020,IS,2021,145.5,Quercus,Luz,L16,1600,Peguere
L16Qu023,IS,2021,146.4067797,Quercus,Luz,L16,1600,Peguere
L16Qu035,IS,2021,152,Quercus,Luz,L16,1600,Peguere
L16Qu019,IS,2021,146.4067797,Quercus,Luz,L16,1600,Peguere
L16Qu039,IS,2021,145.6538462,Quercus,Luz,L16,1600,Peguere
L16Qu042,IS,2021,153.5,Quercus,Luz,L16,1600,Peguere
L16Qu044,IS,2021,148.3333333,Quercus,Luz,L16,1600,Peguere
L16Qu043,IS,2021,148.0714286,Quercus,Luz,L16,1600,Peguere
L16Qu028,IS,2021,146.5964912,Quercus,Luz,L16,1600,Peguere
L16Qu029,IS,2021,145.84,Quercus,Luz,L16,1600,Peguere
L16Qu041,IS,2021,145.125,Quercus,Luz,L16,1600,Peguere
L16Qu040,IS,2021,146.6666667,Quercus,Luz,L16,1600,Peguere
L6Qu002,IS,2021,94.89285714,Quercus,Luz,L6,600,Pier
L6Qu003,IS,2021,96.07142857,Quercus,Luz,L6,600,Pier
L6Qu012,IS,2021,94.5,Quercus,Luz,L6,600,Pier
L6Qu004,IS,2021,96.07142857,Quercus,Luz,L6,600,Pier
L6Qu020,IS,2021,96.25,Quercus,Luz,L6,600,Pier
L6Qu019,IS,2021,96.5952381,Quercus,Luz,L6,600,Pier
L6Qu018,IS,2021,96.41304348,Quercus,Luz,L6,600,Pier
L6Qu017,IS,2021,96.4893617,Quercus,Luz,L6,600,Pier
L6Qu005,IS,2021,88.5625,Quercus,Luz,L6,600,Pier
L6Qu006,IS,2021,96.51219512,Quercus,Luz,L6,600,Pier
L6Qu008,IS,2021,94.40677966,Quercus,Luz,L6,600,Pier
L6Qu013,IS,2021,96.66666667,Quercus,Luz,L6,600,Pier
L6Qu009,IS,2021,94.5,Quercus,Luz,L6,600,Pier
L6Qu010,IS,2021,93.65384615,Quercus,Luz,L6,600,Pier
L6Qu014,IS,2021,97.44186047,Quercus,Luz,L6,600,Pier
L6Qu015,IS,2021,97.72413793,Quercus,Luz,L6,600,Pier
L6Qu016,IS,2021,97.38095238,Quercus,Luz,L6,600,Pier
L6Qu007,IS,2021,96.425,Quercus,Luz,L6,600,Pier
L6Qu023,IS,2021,102.7368421,Quercus,Luz,L6,600,Pier
L6Qu022,IS,2021,102.7368421,Quercus,Luz,L6,600,Pier
L6Qu011,IS,2021,94.8,Quercus,Luz,L6,600,Pier
L6Qu021,IS,2021,96.5,Quercus,Luz,L6,600,Pier
O16Qu001,IS,2019,148.5,Quercus,Ossau,O16,1600,Artouste
O16Qu016,IS,2019,148.4067797,Quercus,Ossau,O16,1600,Artouste
O16Qu002,IS,2019,148.4067797,Quercus,Ossau,O16,1600,Artouste
O16Qu004,IS,2019,148.4067797,Quercus,Ossau,O16,1600,Artouste
O16Qu005,IS,2019,148.4067797,Quercus,Ossau,O16,1600,Artouste
O16Qu010,IS,2019,149.3461538,Quercus,Ossau,O16,1600,Artouste
O16Qu009,IS,2019,148.3103448,Quercus,Ossau,O16,1600,Artouste
O16Qu011,IS,2019,148.5,Quercus,Ossau,O16,1600,Artouste
O16Qu008,IS,2019,150.0714286,Quercus,Ossau,O16,1600,Artouste
O16Qu007,IS,2019,147.8888889,Quercus,Ossau,O16,1600,Artouste
O4Qu009,IS,2019,86.94117647,Quercus,Ossau,O4,400,BagQu
O4Qu010,IS,2019,86,Quercus,Ossau,O4,400,BagQu
O4Qu001,IS,2019,97.61290323,Quercus,Ossau,O4,400,BagQu
O4Qu008,IS,2019,76.75,Quercus,Ossau,O4,400,BagQu
O4Qu007,IS,2019,90,Quercus,Ossau,O4,400,BagQu
O4Qu006,IS,2019,89.15789474,Quercus,Ossau,O4,400,BagQu
O4Qu005,IS,2019,86,Quercus,Ossau,O4,400,BagQu
O4Qu004,IS,2019,86,Quercus,Ossau,O4,400,BagQu
O4Qu003,IS,2019,85.41935484,Quercus,Ossau,O4,400,BagQu
O4Qu002,IS,2019,79,Quercus,Ossau,O4,400,BagQu
O4Qu020,IS,2019,83.85714286,Quercus,Ossau,O4,400,BagQu
O4Qu023,IS,2019,94.93333333,Quercus,Ossau,O4,400,BagQu
O4Qu024,IS,2019,87.33333333,Quercus,Ossau,O4,400,BagQu
O4Qu011,IS,2019,82.55319149,Quercus,Ossau,O4,400,BagQu
O4Qu022,IS,2019,68.81578947,Quercus,Ossau,O4,400,BagQu
O4Qu013,IS,2019,79.07692308,Quercus,Ossau,O4,400,BagQu
O4Qu015,IS,2019,81.34482759,Quercus,Ossau,O4,400,BagQu
O4Qu016,IS,2019,82.4,Quercus,Ossau,O4,400,BagQu
O4Fa005,IS,2019,110.1428571,Fagus,Ossau,O4,400,BagQu
O4Fa004,IS,2019,109.9230769,Fagus,Ossau,O4,400,BagQu
O4Fa003,IS,2019,110.2727273,Fagus,Ossau,O4,400,BagQu
O4Fa002,IS,2019,110.6,Fagus,Ossau,O4,400,BagQu
O4Fa001,IS,2019,103,Fagus,Ossau,O4,400,BagQu
O4Fa019,IS,2019,111.2222222,Fagus,Ossau,O4,400,BagQu
O4Fa010,IS,2019,105.5,Fagus,Ossau,O4,400,BagQu
O4Fa009,IS,2019,109.9230769,Fagus,Ossau,O4,400,BagQu
O4Fa020,IS,2019,106.6842105,Fagus,Ossau,O4,400,BagQu
O4Fa017,IS,2019,105.5,Fagus,Ossau,O4,400,BagQu
O4Fa008,IS,2019,104.4285714,Fagus,Ossau,O4,400,BagQu
O4Fa016,IS,2019,112.0769231,Fagus,Ossau,O4,400,BagQu
O4Fa015,IS,2019,130.1794872,Fagus,Ossau,O4,400,BagQu
O4Fa013,IS,2019,110.7777778,Fagus,Ossau,O4,400,BagQu
O4Fa007,IS,2019,110.8571429,Fagus,Ossau,O4,400,BagQu
O4Fa006,IS,2019,110.9130435,Fagus,Ossau,O4,400,BagQu
O4Fa021,IS,2019,111.56,Fagus,Ossau,O4,400,BagQu
O4Fa022,IS,2019,117,Fagus,Ossau,O4,400,BagQu
O4Fa023,IS,2019,111,Fagus,Ossau,O4,400,BagQu
O4Fa024,IS,2019,119,Fagus,Ossau,O4,400,BagQu
O4Fa025,IS,2019,109.9230769,Fagus,Ossau,O4,400,BagQu
O4Fa026,IS,2019,110.4736842,Fagus,Ossau,O4,400,BagQu
O4Fa027,IS,2019,104.4285714,Fagus,Ossau,O4,400,BagQu
O16Fa020,IS,2019,147.6842105,Fagus,Ossau,O16,1600,Artouste
O16Fa019,IS,2019,138.625,Fagus,Ossau,O16,1600,Artouste
O16Fa002,IS,2019,139.75,Fagus,Ossau,O16,1600,Artouste
O16Fa001,IS,2019,138.7272727,Fagus,Ossau,O16,1600,Artouste
O16Fa003,IS,2019,140.3125,Fagus,Ossau,O16,1600,Artouste
O16Fa004,IS,2019,140.9090909,Fagus,Ossau,O16,1600,Artouste
O16Fa006,IS,2019,147.6842105,Fagus,Ossau,O16,1600,Artouste
O16Fa005,IS,2019,139.5,Fagus,Ossau,O16,1600,Artouste
O16Fa007,IS,2019,148,Fagus,Ossau,O16,1600,Artouste
O16Fa008,IS,2019,140.4571429,Fagus,Ossau,O16,1600,Artouste
O16Fa010,IS,2019,140.1052632,Fagus,Ossau,O16,1600,Artouste
O16Fa009,IS,2019,140.0540541,Fagus,Ossau,O16,1600,Artouste
O16Fa011,IS,2019,139.3529412,Fagus,Ossau,O16,1600,Artouste
O16Fa012,IS,2019,141.4375,Fagus,Ossau,O16,1600,Artouste
O16Fa013,IS,2019,140.875,Fagus,Ossau,O16,1600,Artouste
O16Fa014,IS,2019,138.5384615,Fagus,Ossau,O16,1600,Artouste
O16Fa015,IS,2019,141.4193548,Fagus,Ossau,O16,1600,Artouste
O16Fa016,IS,2019,139.6315789,Fagus,Ossau,O16,1600,Artouste
O16Fa017,IS,2019,139.3529412,Fagus,Ossau,O16,1600,Artouste
O16Fa018,IS,2019,144,Fagus,Ossau,O16,1600,Artouste
O16Fa021,IS,2019,147.6842105,Fagus,Ossau,O16,1600,Artouste
O16Fa023,IS,2019,147.6842105,Fagus,Ossau,O16,1600,Artouste
O16Fa024,IS,2019,145.4285714,Fagus,Ossau,O16,1600,Artouste
O16Fa025,IS,2019,147.3333333,Fagus,Ossau,O16,1600,Artouste
O16Fa026,IS,2019,146.5,Fagus,Ossau,O16,1600,Artouste
O16Fa027,IS,2019,148,Fagus,Ossau,O16,1600,Artouste
O16Fa022,IS,2019,147.6842105,Fagus,Ossau,O16,1600,Artouste
O8Fa008,IS,2019,117,Fagus,Ossau,O8,800,LH
O8Fa007,IS,2019,111,Fagus,Ossau,O8,800,LH
O8Fa006,IS,2019,113,Fagus,Ossau,O8,800,LH
O8Fa005,IS,2019,119,Fagus,Ossau,O8,800,LH
O8Fa001,IS,2019,117.2631579,Fagus,Ossau,O8,800,LH
O8Fa004,IS,2019,119.6923077,Fagus,Ossau,O8,800,LH
O8Fa009,IS,2019,116.375,Fagus,Ossau,O8,800,LH
O8Fa003,IS,2019,119.75,Fagus,Ossau,O8,800,LH
O8Fa002,IS,2019,112.6666667,Fagus,Ossau,O8,800,LH
O8Fa010,IS,2019,112.6666667,Fagus,Ossau,O8,800,LH
O8Fa021,IS,2019,121.4,Fagus,Ossau,O8,800,LH
O8Fa022,IS,2019,117.2631579,Fagus,Ossau,O8,800,LH
O8Fa023,IS,2019,115.5714286,Fagus,Ossau,O8,800,LH
O8Fa024,IS,2019,114.5,Fagus,Ossau,O8,800,LH
O8Fa029,IS,2019,126.125,Fagus,Ossau,O8,800,LH
O8Fa027,IS,2019,120.5,Fagus,Ossau,O8,800,LH
O8Fa028,IS,2019,121,Fagus,Ossau,O8,800,LH
O8Fa030,IS,2019,116.375,Fagus,Ossau,O8,800,LH
O8Fa025,IS,2019,126.125,Fagus,Ossau,O8,800,LH
O8Fa026,IS,2019,117,Fagus,Ossau,O8,800,LH
O12Fa001,IS,2019,130.1794872,Fagus,Ossau,O12,1200,Gabas
O12Fa002,IS,2019,130.1052632,Fagus,Ossau,O12,1200,Gabas
O12Fa003,IS,2019,129.9444444,Fagus,Ossau,O12,1200,Gabas
O12Fa011,IS,2019,130.1052632,Fagus,Ossau,O12,1200,Gabas
O12Fa004,IS,2019,126.8888889,Fagus,Ossau,O12,1200,Gabas
O12Fa005,IS,2019,126.125,Fagus,Ossau,O12,1200,Gabas
O12Fa007,IS,2019,120,Fagus,Ossau,O12,1200,Gabas
O12Fa006,IS,2019,126.8888889,Fagus,Ossau,O12,1200,Gabas
O12Fa008,IS,2019,130.1794872,Fagus,Ossau,O12,1200,Gabas
O12Fa009,IS,2019,127.2105263,Fagus,Ossau,O12,1200,Gabas
O12Fa010,IS,2019,130.1794872,Fagus,Ossau,O12,1200,Gabas
O12Fa012,IS,2019,130.25,Fagus,Ossau,O12,1200,Gabas
O12Fa013,IS,2019,130.1052632,Fagus,Ossau,O12,1200,Gabas
O12Fa014,IS,2019,125.1428571,Fagus,Ossau,O12,1200,Gabas
O12Fa015,IS,2019,127.5,Fagus,Ossau,O12,1200,Gabas
O12Fa016,IS,2019,130.1052632,Fagus,Ossau,O12,1200,Gabas
O12Fa017,IS,2019,130.25,Fagus,Ossau,O12,1200,Gabas
O12Fa018,IS,2019,130.25,Fagus,Ossau,O12,1200,Gabas
O12Fa019,IS,2019,130.1052632,Fagus,Ossau,O12,1200,Gabas
O12Fa020,IS,2019,123.8333333,Fagus,Ossau,O12,1200,Gabas
O12Fa024,IS,2019,130.1052632,Fagus,Ossau,O12,1200,Gabas
O12Fa023,IS,2019,130.1794872,Fagus,Ossau,O12,1200,Gabas
O12Fa022,IS,2019,129.3333333,Fagus,Ossau,O12,1200,Gabas
O12Fa021,IS,2019,139.75,Fagus,Ossau,O12,1200,Gabas
O12Qu006,IS,2019,126.84,Quercus,Ossau,O12,1200,Gabas
O12Qu007,IS,2019,127.1071429,Quercus,Ossau,O12,1200,Gabas
O12Qu020,IS,2019,126.4,Quercus,Ossau,O12,1200,Gabas
O12Qu021,IS,2019,129.8571429,Quercus,Ossau,O12,1200,Gabas
O12Qu005,IS,2019,126.7826087,Quercus,Ossau,O12,1200,Gabas
O12Qu022,IS,2019,128.6,Quercus,Ossau,O12,1200,Gabas
O12Qu004,IS,2019,127.8,Quercus,Ossau,O12,1200,Gabas
O12Qu025,IS,2019,127.3103448,Quercus,Ossau,O12,1200,Gabas
O12Qu023,IS,2019,129.173913,Quercus,Ossau,O12,1200,Gabas
O12Qu024,IS,2019,124.3157895,Quercus,Ossau,O12,1200,Gabas
O12Qu027,IS,2019,124.3157895,Quercus,Ossau,O12,1200,Gabas
O12Qu026,IS,2019,127.3103448,Quercus,Ossau,O12,1200,Gabas
O12Qu003,IS,2019,123.9411765,Quercus,Ossau,O12,1200,Gabas
O12Qu011,IS,2019,129.8571429,Quercus,Ossau,O12,1200,Gabas
O12Qu028,IS,2019,129.9444444,Quercus,Ossau,O12,1200,Gabas
O12Qu040,IS,2019,127.8,Quercus,Ossau,O12,1200,Gabas
O12Qu036,IS,2019,118.6842105,Quercus,Ossau,O12,1200,Gabas
O12Qu037,IS,2019,137.8275862,Quercus,Ossau,O12,1200,Gabas
O12Qu012,IS,2019,124.3157895,Quercus,Ossau,O12,1200,Gabas
O12Qu013,IS,2019,133.625,Quercus,Ossau,O12,1200,Gabas
O12Qu039,IS,2019,137.4444444,Quercus,Ossau,O12,1200,Gabas
O12Qu038,IS,2019,123.2941176,Quercus,Ossau,O12,1200,Gabas
O12Qu035,IS,2019,127.8928571,Quercus,Ossau,O12,1200,Gabas
O12Qu032,IS,2019,127.1071429,Quercus,Ossau,O12,1200,Gabas
O12Qu031,IS,2019,133,Quercus,Ossau,O12,1200,Gabas
O12Qu034,IS,2019,127.4067797,Quercus,Ossau,O12,1200,Gabas
O12Qu033,IS,2019,130.6666667,Quercus,Ossau,O12,1200,Gabas
O12Qu029,IS,2019,129.4186047,Quercus,Ossau,O12,1200,Gabas
O12Qu030,IS,2019,129.5121951,Quercus,Ossau,O12,1200,Gabas
O12Qu002,IS,2019,128.5102041,Quercus,Ossau,O12,1200,Gabas
O12Qu010,IS,2019,128.875,Quercus,Ossau,O12,1200,Gabas
O12Qu009,IS,2019,124.3157895,Quercus,Ossau,O12,1200,Gabas
O12Qu008,IS,2019,127.5,Quercus,Ossau,O12,1200,Gabas
O12Qu001,IS,2019,121.4,Quercus,Ossau,O12,1200,Gabas
O1Fa023,IS,2019,109.9230769,Fagus,Ossau,O1,100,JosQu
O1Fa024,IS,2019,110.5,Fagus,Ossau,O1,100,JosQu
O1Fa025,IS,2019,100.125,Fagus,Ossau,O1,100,JosQu
O1Fa026,IS,2019,110,Fagus,Ossau,O1,100,JosQu
O1Fa027,IS,2019,109.9230769,Fagus,Ossau,O1,100,JosQu
O1Qu011,IS,2019,71.90909091,Quercus,Ossau,O1,100,JosQu
O1Fa029,IS,2019,110.2727273,Fagus,Ossau,O1,100,JosQu
O1Fa030,IS,2019,104.4285714,Fagus,Ossau,O1,100,JosQu
O1Fa031,IS,2019,93.30434783,Fagus,Ossau,O1,100,JosQu
O1Qu004,IS,2019,87.68421053,Quercus,Ossau,O1,100,JosQu
O1Qu005,IS,2019,66.66666667,Quercus,Ossau,O1,100,JosQu
